Time,Orbital_Velocity,Altitude,Body,Apoapsis,Periapsis
0.0,0.0,92.01,Kerbin,92.01,0.0
1.0,-1.93617951328906,92.01,Kerbin,92.01,0.0
2.02,-3.5097937394965153,92.01,Kerbin,92.01,0.0
3.02,-4.725926852898295,92.01,Kerbin,92.01,0.0
4.04,-5.5896630277703325,92.01,Kerbin,92.01,0.0
5.06,-6.106086438388554,92.01,Kerbin,92.01,0.0
6.07,-6.280281259028895,92.01,Kerbin,92.01,0.0
7.08,-6.117331663967282,92.98,Kerbin,93.42,0.0
8.1,-5.622321827479649,98.43,Kerbin,101.55,0.0
9.11,-4.800335923841917,109.07,Kerbin,117.57,0.0
10.12,-3.656458127330027,124.95,Kerbin,141.68,0.0
11.15,-2.195772612219912,146.18,Kerbin,174.15,0.0
12.17,-0.42336355278749105,172.86,Kerbin,215.27,0.0
13.18,1.6556848766913015,204.43,Kerbin,264.27,0.0
14.2,4.036288501940529,242.24,Kerbin,323.41,0.0
15.21,6.713363148684275,284.95,Kerbin,392.13,0.0
16.25,9.681824642646584,335.38,Kerbin,472.41,0.0
17.28,12.936588809551552,392.08,Kerbin,563.35,0.0
18.31,16.472571475123246,455.18,Kerbin,665.33,0.0
19.35,20.284688465085722,524.81,Kerbin,778.76,0.0
20.4,24.36785560516305,602.64,Kerbin,904.03,0.0
21.43,28.716988721079296,684.19,Kerbin,1038.8,0.0
22.46,33.32700363855855,772.42,Kerbin,1185.78,0.0
23.5,38.19281618332488,869.38,Kerbin,1351.89,0.0
24.55,43.30934218110232,973.49,Kerbin,1523.72,0.0
25.56,48.67149745761499,1080.37,Kerbin,1703.96,0.0
26.56,54.27419783858693,1196.2,Kerbin,1903.26,0.0
27.62,60.11235914974221,1321.43,Kerbin,2115.12,0.0
28.66,66.1808972168049,1456.47,Kerbin,2342.07,0.0
29.72,72.47472786549908,1598.76,Kerbin,2575.12,0.0
30.74,78.9887669215488,1739.5,Kerbin,2808.41,0.0
31.74,85.71793021067818,1889.53,Kerbin,3059.23,0.0
32.8,92.6571335586112,2048.88,Kerbin,3319.58,0.0
33.84,99.801292791072,2218.08,Kerbin,3595.32,0.0
34.9,107.14532373378465,2390.12,Kerbin,3851.69,0.0
35.91,114.68414221247318,2563.18,Kerbin,4091.35,0.0
36.95,122.41266405286167,2743.35,Kerbin,4341.13,0.0
37.99,130.32580508067426,2923.32,Kerbin,4581.39,0.0
39.03,138.4184811216349,3113.44,Kerbin,4824.04,0.0
40.07,146.6857398465586,3302.58,Kerbin,5064.33,0.0
41.13,155.12515959776294,3494.03,Kerbin,5298.0,0.0
42.17,163.73659851967074,3691.24,Kerbin,5540.69,0.0
43.22,172.51999625643668,3887.45,Kerbin,5803.15,0.0
44.27,181.47529245221554,4090.88,Kerbin,6081.46,0.0
45.33,190.6024267511619,4290.24,Kerbin,6357.08,0.0
46.34,199.9013387974305,4493.68,Kerbin,6657.97,0.0
47.34,209.37196823517613,4697.62,Kerbin,6967.32,0.0
48.35,219.01425470855332,4906.17,Kerbin,7286.18,0.0
49.35,228.82813786171687,5123.76,Kerbin,7623.7,0.0
50.37,238.8135573388215,5342.1,Kerbin,7970.64,0.0
51.37,248.97045278402177,5570.29,Kerbin,8341.94,0.0
52.39,259.2987638414725,5804.31,Kerbin,8730.47,0.0
53.41,269.79843015532833,6044.45,Kerbin,9137.5,0.0
54.43,280.46939136974396,6291.02,Kerbin,9565.32,0.0
55.45,291.3115871288741,6534.32,Kerbin,9997.62,0.0
56.45,302.32495707687343,6794.54,Kerbin,10470.61,0.0
57.47,313.50944085789655,7062.21,Kerbin,10967.66,0.0
58.49,324.8649781160984,7332.17,Kerbin,11479.35,0.0
59.5,336.3916906628841,7615.53,Kerbin,12028.25,0.0
60.51,348.1027183613699,7907.29,Kerbin,12606.41,0.0
61.54,360.0326811256847,8195.84,Kerbin,13190.93,0.0
62.55,372.21820765050694,8486.61,Kerbin,13792.6,0.0
63.55,384.6959266305152,8798.34,Kerbin,14451.56,0.0
64.57,397.5024667603878,9119.38,Kerbin,15144.42,0.0
65.58,410.67445673480364,9456.72,Kerbin,15886.79,0.0
66.6,424.2485252484411,9804.3,Kerbin,16666.11,0.0
67.61,438.2613009959786,10162.37,Kerbin,17483.14,0.0
68.63,452.74941267209505,10523.8,Kerbin,18321.69,0.0
69.64,467.7494889714688,10903.25,Kerbin,19217.06,0.0
70.65,483.29815858877805,11286.04,Kerbin,20135.9,0.0
71.66,499.4320502187019,11687.69,Kerbin,21116.86,0.0
72.67,516.1877925559187,12092.64,Kerbin,22124.84,0.0
73.68,533.6020142951066,12508.89,Kerbin,23181.5,0.0
74.69,551.711344130945,12945.35,Kerbin,24312.76,0.0
75.71,570.5524107581117,13385.14,Kerbin,25477.91,0.0
76.71,590.1618428712853,13846.14,Kerbin,26727.82,0.0
77.72,610.5762691651449,14310.54,Kerbin,28018.09,0.0
78.73,631.832304972074,14787.56,Kerbin,29377.49,0.0
79.73,653.9337428177678,15287.44,Kerbin,30840.58,0.0
80.74,676.7809443856577,15790.9,Kerbin,32355.66,0.0
81.76,700.2539489791941,16307.95,Kerbin,33956.81,0.0
82.77,724.2327959018284,16849.7,Kerbin,35685.8,0.0
83.78,748.5975244570118,17406.34,Kerbin,37519.64,0.0
84.8,773.2281739481954,17955.54,Kerbin,39388.65,0.0
85.82,798.0047836788298,18542.53,Kerbin,41454.97,0.0
86.83,822.8073929523667,19145.66,Kerbin,43655.56,0.0
87.89,847.5160410722574,19765.35,Kerbin,46002.7,0.0
88.9,872.010767341952,20389.45,Kerbin,48459.32,0.0
89.91,896.1716110649029,21043.39,Kerbin,51138.81,0.0
90.93,919.8786115445604,21633.37,Kerbin,53113.03,0.0
91.95,943.0118080843755,22313.66,Kerbin,55385.33,0.0
92.96,965.4512399878,22992.0,Kerbin,57089.96,0.0
93.97,987.0769465582845,23645.57,Kerbin,57066.88,0.0
94.99,1007.76896709928,24301.81,Kerbin,57257.1,0.0
95.99,1027.407340914238,24983.72,Kerbin,58291.83,0.0
97.01,1045.8721073066095,25654.23,Kerbin,59338.93,0.0
98.02,1063.0433055798455,26339.86,Kerbin,60329.18,0.0
99.04,1078.8223638703746,27026.55,Kerbin,61357.79,0.0
100.05,1093.2456737201073,27701.26,Kerbin,62389.43,0.0
101.06,1106.402125742168,28390.98,Kerbin,63442.03,0.0
102.07,1118.3807280946614,29082.13,Kerbin,64497.14,0.0
103.1,1129.270488935693,29774.73,Kerbin,65575.1,0.0
104.11,1139.1604164233684,30455.38,Kerbin,66659.48,0.0
105.13,1148.139518715792,31151.43,Kerbin,67780.24,0.0
106.14,1156.2968039710695,31849.27,Kerbin,68908.04,0.0
107.15,1163.7212803473058,32535.16,Kerbin,70029.57,0.0
108.16,1170.5019560026058,33236.67,Kerbin,71199.63,0.0
109.17,1176.7278390950753,33926.44,Kerbin,72368.77,0.0
110.18,1182.4879377828188,34628.56,Kerbin,72512.84,0.0
111.2,1187.871260223942,35324.03,Kerbin,72515.91,0.0
112.21,1192.9668145765495,35999.37,Kerbin,72518.91,0.0
113.22,1197.8636089987472,36681.59,Kerbin,72521.93,0.0
114.27,1202.6506516486397,37370.32,Kerbin,72524.73,0.0
115.28,1207.416950684332,38026.01,Kerbin,72527.4,0.0
116.29,1212.25151426393,38688.22,Kerbin,72530.07,0.0
117.31,1217.243350545538,39331.0,Kerbin,72532.68,0.0
118.32,1222.4759115809763,39980.05,Kerbin,72535.29,0.0
119.34,1227.9557585882178,40622.46,Kerbin,72537.77,0.0
120.36,1233.6333018138776,41258.25,Kerbin,72540.12,0.0
121.38,1239.4576722815502,41887.42,Kerbin,72542.38,0.0
122.39,1245.3780010148305,42497.83,Kerbin,72544.53,0.0
123.4,1251.3434190373125,43113.92,Kerbin,72546.63,0.0
124.42,1257.3030573725907,43723.42,Kerbin,72548.64,0.0
125.44,1263.2060470442598,44314.58,Kerbin,72550.42,0.0
126.44,1269.0015190759136,44899.41,Kerbin,72552.08,0.0
127.44,1274.6386044911471,45489.44,Kerbin,72553.6,0.0
128.46,1280.0664343135545,46072.91,Kerbin,72554.95,0.0
129.48,1285.2341395667306,46649.83,Kerbin,72556.11,0.0
130.5,1290.0908512742694,47220.2,Kerbin,72557.07,0.0
131.52,1294.5857004597651,47784.03,Kerbin,72557.85,0.0
132.54,1298.667818146813,48330.46,Kerbin,72558.42,0.0
133.54,1302.2863353590067,48881.36,Kerbin,72558.88,0.0
134.56,1305.390383119941,49425.73,Kerbin,72559.2,0.0
135.58,1307.9290924532106,49963.6,Kerbin,72559.39,0.0
136.6,1309.851594382409,50494.96,Kerbin,72559.49,0.0
137.61,1311.1078712444953,51009.6,Kerbin,72559.51,0.0
138.62,1311.6830426362244,51517.99,Kerbin,72559.49,0.0
139.62,1311.6090907455998,52030.14,Kerbin,72559.4,0.0
140.64,1310.9212552659528,52535.81,Kerbin,72559.27,0.0
141.65,1309.6547758906138,53025.29,Kerbin,72559.12,0.0
142.66,1307.844892312914,53518.16,Kerbin,72558.97,0.0
143.68,1305.5268442261843,53995.11,Kerbin,72558.85,0.0
144.68,1302.7358713237554,54475.21,Kerbin,72558.72,0.0
145.7,1299.5072132989583,54948.88,Kerbin,72558.55,0.0
146.72,1295.876109845124,55407.02,Kerbin,72558.35,0.0
147.73,1291.877800655583,55867.96,Kerbin,72558.1,0.0
148.75,1287.5475254236667,56322.49,Kerbin,72557.81,0.0
149.76,1282.920523842706,56761.89,Kerbin,72557.49,0.0
150.77,1278.0320356060313,57203.74,Kerbin,72557.12,0.0
151.78,1272.9173004069737,57639.19,Kerbin,72556.73,0.0
152.8,1267.6115579388645,58068.25,Kerbin,72556.31,0.0
153.82,1262.1500478950343,58482.71,Kerbin,72555.89,0.0
154.83,1256.5680099688136,58891.04,Kerbin,72555.46,0.0
155.83,1250.900683853534,59301.23,Kerbin,72555.03,0.0
156.85,1245.1833210281736,59697.2,Kerbin,72554.61,0.0
157.85,1239.4556170816293,60087.06,Kerbin,72554.2,0.0
158.86,1233.768370419488,60478.43,Kerbin,72553.79,0.0
159.87,1228.1740848673821,60863.46,Kerbin,72553.4,0.0
160.89,1222.7252642509436,61242.15,Kerbin,72553.03,0.0
161.91,1217.4744123958046,61614.52,Kerbin,72552.68,0.0
162.93,1212.474033127598,61973.44,Kerbin,72552.36,0.0
163.93,1207.7766302719554,62326.29,Kerbin,72552.05,0.0
164.94,1203.4347076545098,62673.08,Kerbin,72551.76,0.0
165.94,1199.5007691008925,63020.55,Kerbin,72551.49,0.0
166.96,1196.027318436736,63361.45,Kerbin,72554.65,0.0
167.98,1193.066859487673,63688.66,Kerbin,72562.24,0.0
168.99,1190.6718960793353,64015.23,Kerbin,72566.91,0.0
170.01,1188.8949320373554,64334.58,Kerbin,72572.22,0.0
171.03,1187.7884711873653,64640.75,Kerbin,72581.13,0.0
172.04,1187.4050173549977,64946.11,Kerbin,72591.85,0.0
173.05,1187.7970743658843,65244.5,Kerbin,72601.11,0.0
174.07,1189.0171460456577,65535.97,Kerbin,72610.21,0.0
175.08,1191.11773621995,65815.07,Kerbin,72621.64,0.0
176.09,1194.1513487143932,66093.08,Kerbin,72634.39,0.0
177.1,1198.1560994701672,66359.15,Kerbin,72646.1,0.0
178.11,1203.0990621684339,66623.97,Kerbin,72658.8,0.0
179.13,1208.925422153514,66882.24,Kerbin,72673.21,0.0
180.15,1215.5803586343393,67134.06,Kerbin,72687.88,0.0
181.17,1223.0090508198393,67374.73,Kerbin,72702.21,0.0
182.18,1231.1566779189445,67609.31,Kerbin,72717.56,0.0
183.19,1239.9684191405865,67842.42,Kerbin,72734.15,0.0
184.2,1249.3894536936953,68069.36,Kerbin,72750.84,0.0
185.22,1259.3649607872019,68285.95,Kerbin,72767.64,0.0
186.23,1269.8401196300365,68500.91,Kerbin,72785.63,0.0
187.24,1280.76010943113,68709.96,Kerbin,72804.09,0.0
188.26,1292.070109399413,68913.17,Kerbin,72822.83,0.0
189.28,1303.715298743816,69106.81,Kerbin,72841.73,0.0
190.28,1315.6408566732696,69298.7,Kerbin,72861.64,0.0
191.29,1327.7919623967048,69481.4,Kerbin,72881.48,0.0
192.3,1340.1137951230523,69658.81,Kerbin,72901.67,0.0
193.3,1352.5515340612424,69831.02,Kerbin,72922.38,0.0
194.31,1365.0503584202056,70001.4,Kerbin,72943.9,0.0
195.33,1377.5554474088724,70166.59,Kerbin,72965.81,0.0
196.35,1390.0155127944631,70326.61,Kerbin,72988.11,0.0
197.37,1402.4157351165047,70478.58,Kerbin,73010.37,0.0
198.37,1414.762809533375,70628.69,Kerbin,73033.43,0.0
199.39,1427.0637092765537,70773.92,Kerbin,73056.83,0.0
200.4,1439.3254075775199,70911.67,Kerbin,73080.13,0.0
201.41,1451.5548776677529,71044.94,Kerbin,73103.77,0.0
202.41,1463.7590927787323,71176.34,Kerbin,73128.22,0.0
203.43,1475.9450261419377,71303.28,Kerbin,73153.04,0.0
204.48,1488.1196509888484,71428.18,Kerbin,73178.66,0.0
205.49,1500.289940550944,71546.38,Kerbin,73204.14,0.0
206.51,1512.4628680597036,71658.22,Kerbin,73229.45,0.0
207.51,1524.6454067466068,71766.13,Kerbin,73255.08,0.0
208.51,1536.8445298431327,71870.26,Kerbin,73281.06,0.0
209.52,1549.0672105807612,71972.65,Kerbin,73307.9,0.0
210.54,1561.3204221909716,72071.3,Kerbin,73335.12,0.0
211.55,1573.6111379052434,72166.32,Kerbin,73362.72,0.0
212.58,1585.9463309550556,72256.06,Kerbin,73390.16,0.0
213.58,1598.332974571888,72344.23,Kerbin,73418.57,0.0
214.59,1610.7780419872197,72427.48,Kerbin,73446.86,0.0
215.6,1623.2880822991094,72509.25,Kerbin,73476.21,0.0
216.62,1635.8583645390563,72587.97,Kerbin,73506.07,0.0
217.64,1648.4719591731116,72663.75,Kerbin,73536.5,0.0
218.65,1661.1113284811704,72736.71,Kerbin,73567.55,0.0
219.67,1673.7589347431276,72807.01,Kerbin,73599.3,0.0
220.69,1686.3972402388772,72873.42,Kerbin,73631.16,0.0
221.71,1699.0087072483154,72938.76,Kerbin,73664.52,0.0
222.72,1711.5757980513365,73001.6,Kerbin,73669.9,0.0
223.74,1724.080974927835,73044.26,Kerbin,73669.89,0.0
224.91,1736.5067001577067,73083.36,Kerbin,73671.67,0.0
225.92,1748.835436020846,73139.78,Kerbin,73691.69,0.0
226.94,1761.049644797147,73193.89,Kerbin,73711.7,0.0
227.96,1773.1317887665057,73245.76,Kerbin,73731.77,0.0
228.97,1785.064330208817,73292.61,Kerbin,73750.67,0.0
229.98,1796.8297314039748,73337.61,Kerbin,73769.56,0.0
230.99,1808.4104546318747,73383.51,Kerbin,73789.71,0.0
232.01,1819.7889621724119,73426.68,Kerbin,73809.58,0.0
233.02,1830.9477163054798,73468.92,Kerbin,73829.93,0.0
234.03,1841.869179310975,73509.45,Kerbin,73850.43,0.0
235.05,1852.5359035978875,73548.35,Kerbin,73871.11,0.0
236.07,1862.9425117805708,73584.98,Kerbin,73891.59,0.0
237.09,1873.107722654085,73620.93,Kerbin,73912.76,0.0
238.1,1883.0531170295499,73654.86,Kerbin,73933.83,0.0
239.1,1892.8002757180855,73688.21,Kerbin,73955.71,0.0
240.12,1902.3707795308123,73720.43,Kerbin,73978.11,0.0
241.14,1911.7862092788505,73750.98,Kerbin,74000.62,0.0
242.15,1921.0681457733206,73781.15,Kerbin,74023.85,0.0
243.16,1930.2381698253419,73809.86,Kerbin,74047.27,0.0
244.17,1939.3178622460352,73838.39,Kerbin,74072.1,0.0
245.18,1948.3288038465205,73866.23,Kerbin,74098.0,0.0
246.2,1957.2925754379178,73893.47,Kerbin,74125.19,0.0
247.22,1966.2307578313478,73919.7,Kerbin,74153.92,0.0
248.26,1975.16493183793,73947.08,Kerbin,74185.72,0.0
249.3,1984.116678268785,73973.13,Kerbin,74218.57,0.0
250.35,1993.1075779350338,74000.0,Kerbin,74255.53,0.0
251.4,2002.1592116477946,74026.23,Kerbin,74294.35,0.0
252.42,2011.2931602181895,74051.99,Kerbin,74337.13,0.0
253.44,2020.5310044573373,74077.9,Kerbin,74384.75,0.0
254.45,2029.89432517124,74104.04,Kerbin,74438.32,0.0
255.47,2039.399429201971,74129.99,Kerbin,74498.05,0.0
256.48,2049.0421509383646,74156.37,Kerbin,74566.77,0.0
257.48,2058.813357927727,74183.83,Kerbin,74648.68,0.0
258.49,2068.7039177173647,74211.39,Kerbin,74744.04,0.0
259.5,2078.7046978545854,74240.26,Kerbin,74861.68,0.0
260.51,2088.8065658866944,74269.44,Kerbin,75004.15,0.0
261.51,2099.000389361,74300.18,Kerbin,75192.37,0.0
262.57,2109.277035824808,74333.3,Kerbin,75440.36,0.0
263.59,2119.627372825424,74366.41,Kerbin,75773.01,9935.68
264.61,2130.042267910157,74400.85,Kerbin,76250.28,20782.85
265.63,2140.5125886263118,74436.77,Kerbin,76982.23,31667.54
266.66,2151.0292025211966,74474.25,Kerbin,78239.0,42567.51
267.69,2161.582977142116,74514.22,Kerbin,80601.06,52689.8
268.75,2172.164780036378,74556.07,Kerbin,85283.64,60832.19
269.77,2182.7654787512897,74599.93,Kerbin,93392.63,65902.51
270.84,2193.3759408341566,74646.84,Kerbin,104549.84,68557.64
271.89,2203.9870338322867,74695.16,Kerbin,117127.87,69919.29
272.93,2214.589625292985,74746.88,Kerbin,130945.11,70722.01
273.99,2225.1745827635605,74800.19,Kerbin,145212.76,71220.22
275.01,2235.733830922092,74856.17,Kerbin,160076.05,71558.71
276.06,2246.267629257818,74914.96,Kerbin,175491.67,71799.89
277.11,2256.7801874350653,74976.68,Kerbin,191445.97,71977.67
278.15,2267.2757388380633,75041.49,Kerbin,207618.25,72109.58
279.15,2277.7585168510445,75106.82,Kerbin,223987.48,72209.44
280.15,2288.232754858237,75176.66,Kerbin,241223.29,72288.78
281.17,2298.702686243874,75248.39,Kerbin,258667.95,72349.48
282.18,2309.172544392185,75324.99,Kerbin,277040.88,72397.6
283.19,2319.6465626874,75405.21,Kerbin,296023.42,72434.43
284.21,2330.1289745137524,75487.5,Kerbin,315251.7,72461.51
285.21,2340.6240132554694,75575.29,Kerbin,335523.87,72481.37
286.23,2351.1359122967838,75667.09,Kerbin,356493.61,72494.54
287.25,2361.668905021926,75763.05,Kerbin,378195.33,72501.92
288.27,2372.2272248151266,75861.3,Kerbin,400217.85,72504.21
289.27,2382.815105060617,75965.91,Kerbin,423481.26,72502.06
290.29,2393.4367791426257,76075.09,Kerbin,447595.63,72495.83
291.32,2404.096480445386,76188.99,Kerbin,472607.01,72485.9
292.33,2414.798442353127,76307.75,Kerbin,498565.07,72472.56
293.36,2425.5468982500797,76431.52,Kerbin,525523.26,72456.08
294.38,2436.3459771000366,76560.43,Kerbin,553539.27,72436.67
295.39,2447.1978883664865,76691.96,Kerbin,582092.91,72414.95
296.39,2458.103156899772,76831.51,Kerbin,612392.56,72390.21
297.41,2469.062250358272,76976.65,Kerbin,643951.16,72362.98
298.43,2480.075636400368,77124.51,Kerbin,676189.27,72333.97
299.43,2491.1437826844385,77281.16,Kerbin,710480.73,72302.09
300.45,2502.2671568688647,77443.85,Kerbin,746287.35,72268.0
301.48,2513.446226612026,77612.72,Kerbin,783710.68,72231.74
302.5,2524.6814595723013,77787.94,Kerbin,822861.58,72193.39
303.51,2535.9733234080722,77969.65,Kerbin,863861.38,72152.97
304.54,2547.3222857777173,78158.02,Kerbin,906843.01,72110.53
305.56,2558.728814339617,78353.2,Kerbin,951952.57,72066.11
306.57,2570.1933767521523,78551.3,Kerbin,998398.45,72020.65
307.58,2581.716440673701,78760.43,Kerbin,1048212.84,71972.38
308.6,2593.2984737626452,78976.84,Kerbin,1100685.79,71922.19
309.61,2604.939943677363,79200.69,Kerbin,1156034.71,71870.1
310.64,2616.641318076235,79432.14,Kerbin,1214501.37,71816.12
311.65,2628.4030646176425,79671.36,Kerbin,1276355.46,71760.27
312.67,2640.225650959963,79918.51,Kerbin,1341898.79,71702.54
313.7,2652.1094858314855,80173.75,Kerbin,1411470.12,71642.95
314.71,2664.0510774098448,80432.01,Kerbin,1483955.43,71582.73
315.71,2676.040668406745,80703.77,Kerbin,1562677.99,71519.46
316.73,2688.0679360582035,80984.12,Kerbin,1646721.02,71454.33
317.76,2700.1225576002416,81273.23,Kerbin,1736641.11,71387.35
318.77,2712.1942102688813,81571.26,Kerbin,1833075.39,71318.5
319.79,2724.27257130014,81872.27,Kerbin,1934648.78,71249.19
320.79,2736.34731793004,82188.49,Kerbin,2046256.02,71176.65
321.82,2748.4081273946013,82514.15,Kerbin,2166920.56,71102.24
322.84,2760.4446769298424,82849.41,Kerbin,2297789.55,71025.95
323.86,2772.4466437717865,83194.46,Kerbin,2440212.46,70947.77
324.88,2784.403705156451,83542.4,Kerbin,2592599.4,70869.3
325.88,2796.3055383198584,83907.34,Kerbin,2762919.01,70787.38
326.9,2808.1418204980278,84282.59,Kerbin,2950544.95,70703.55
327.92,2819.90222892698,84668.32,Kerbin,3158253.64,70617.81
328.95,2831.576440842735,85064.71,Kerbin,3389448.82,70530.15
329.96,2843.1541334813123,85471.94,Kerbin,3648349.89,70440.57
330.98,2854.6249840787345,85881.88,Kerbin,3934170.82,70350.85
331.98,2865.978669871019,86311.12,Kerbin,4264952.92,70257.41
333.0,2877.204872944991,86751.73,Kerbin,4643979.31,70162.02
334.02,2888.301873171235,87194.93,Kerbin,5073367.7,70066.59
335.02,2899.2942577836416,87658.62,Kerbin,5585263.34,69967.3
336.04,2910.21162831478,88124.79,Kerbin,6179539.89,69868.04
337.04,2921.083586297218,88612.28,Kerbin,6908766.34,69764.81
338.06,2931.9397332635276,89112.05,Kerbin,7804580.32,69659.58
339.08,2942.809670746275,89614.14,Kerbin,8906538.42,69554.46
340.08,2953.7230002780307,90138.8,Kerbin,10359093.5,69445.24
341.1,2964.7093233913624,90676.32,Kerbin,12314694.37,69333.99
342.12,2975.79824161884,91226.86,Kerbin,15089377.63,69220.7
343.14,2987.0193564930337,91790.64,Kerbin,19334024.21,69105.36
344.16,2998.4022695465105,92367.83,Kerbin,26637656.41,68987.97
345.18,3009.97658231184,92958.62,Kerbin,42169766.01,68868.52
346.2,3021.771896321592,93563.21,Kerbin,97773795.73,68746.99
347.22,3033.817813108335,94181.78,Kerbin,0.0,68623.39
348.23,3046.1439342046374,94814.54,Kerbin,0.0,68497.69
349.26,3058.779861143069,95461.66,Kerbin,0.0,68369.9
350.28,3071.7551954561995,96123.35,Kerbin,0.0,68240.01
351.3,3085.099538676596,96799.8,Kerbin,0.0,68108.01
352.32,3098.8424923368298,97477.5,Kerbin,0.0,67976.55
353.32,3113.0027293422263,98169.74,Kerbin,0.0,67843.04
354.32,3127.5320742909485,98891.02,Kerbin,0.0,67704.76
355.34,3142.357084682815,99613.24,Kerbin,0.0,67564.35
356.38,3157.4042708706065,100395.3,Kerbin,0.0,67416.09
357.4,3172.6001432071093,101148.89,Kerbin,0.0,67273.85
358.41,3187.8712120451064,101933.52,Kerbin,0.0,67127.19
359.43,3203.1439877373823,102718.6,Kerbin,0.0,66981.47
360.43,3218.3449806367194,103535.74,Kerbin,0.0,66830.27
361.45,3233.400701095902,104353.08,Kerbin,0.0,66679.88
362.46,3248.2376594677157,105203.51,Kerbin,0.0,66524.72
363.48,3262.7823661049415,106071.05,Kerbin,0.0,66367.4
364.49,3276.9613313603663,106955.9,Kerbin,0.0,66207.64
365.51,3290.701065586771,107858.25,Kerbin,0.0,66045.78
366.53,3303.9280791369415,108760.1,Kerbin,0.0,65885.22
367.54,3316.568882363661,109697.72,Kerbin,0.0,65719.24
368.55,3328.5499856197134,110653.45,Kerbin,0.0,65550.96
369.57,3339.797899257883,111608.21,Kerbin,0.0,65383.99
370.58,3350.2391336309524,112600.39,Kerbin,0.0,65211.67
371.6,3359.8001990917064,113591.28,Kerbin,0.0,65040.58
372.61,3368.420525212052,114620.71,Kerbin,0.0,64863.87
373.63,3376.2116220988514,115648.51,Kerbin,0.0,64688.65
374.64,3383.407385986476,116715.99,Kerbin,0.0,64507.89
375.66,3390.244330206108,117802.97,Kerbin,0.0,64324.95
376.68,3396.9589680889303,118909.68,Kerbin,0.0,64139.87
377.7,3403.787812966124,120036.31,Kerbin,0.0,63952.78
378.72,3410.9673781688716,121183.07,Kerbin,0.0,63763.63
379.73,3418.734177028356,122327.07,Kerbin,0.0,63576.14
380.74,3427.3247228757587,123514.29,Kerbin,0.0,63382.85
381.76,3436.975529042262,124722.24,Kerbin,0.0,63187.56
382.77,3447.9231088590486,125951.14,Kerbin,0.0,62990.26
383.8,3460.4039756573,127201.18,Kerbin,0.0,62790.9
384.81,3474.6546427681983,128472.57,Kerbin,0.0,62589.56
385.83,3490.9116235229267,129739.97,Kerbin,0.0,62390.27
386.84,3509.411431252667,131028.28,Kerbin,0.0,62189.09
387.84,3530.3905792886003,132364.1,Kerbin,0.0,61981.93
388.87,3554.0855809619115,133722.1,Kerbin,0.0,61772.85
389.87,3580.732949603779,135075.19,Kerbin,0.0,61566.04
390.89,3610.5691985453873,136477.7,Kerbin,0.0,61353.22
391.89,3643.8192809629186,137874.83,Kerbin,0.0,61142.72
392.9,3680.258749006899,139322.68,Kerbin,0.0,60926.19
393.91,3719.079367000321,140764.65,Kerbin,0.0,60712.14
394.92,3759.4338837430446,142258.64,Kerbin,0.0,60492.0
395.94,3800.475048034937,143776.24,Kerbin,0.0,60270.04
396.96,3841.355608675857,145287.21,Kerbin,0.0,60050.7
397.96,3881.2283144656703,146852.19,Kerbin,0.0,59825.25
398.98,3919.2459142042417,148441.41,Kerbin,0.0,59598.01
399.99,3954.5611566914295,150055.08,Kerbin,0.0,59369.02
401.02,3986.326790727102,151693.4,Kerbin,0.0,59138.3
402.04,4013.6955651111184,153323.74,Kerbin,0.0,58910.42
403.04,4035.8202286433434,154978.19,Kerbin,0.0,58680.85
404.05,4051.85353012364,156656.94,Kerbin,0.0,58449.58
405.05,4060.948218351872,158394.51,Kerbin,0.0,58211.94
406.06,4062.2570421279015,160157.79,Kerbin,0.0,57972.51
407.08,4054.932750251592,161911.65,Kerbin,0.0,57735.96
408.09,4038.1280915228062,163726.33,Kerbin,0.0,57507.43
409.11,4010.995814741408,165564.51,Kerbin,0.0,57337.08
410.12,3972.6886687072615,167424.43,Kerbin,0.0,57172.46
411.14,3922.3625840726977,169268.48,Kerbin,0.0,57037.55
412.15,3860.1980317949046,171167.83,Kerbin,0.0,56937.87
413.16,3788.863285393882,173084.91,Kerbin,0.0,56839.13
414.18,3711.3969301908114,174981.63,Kerbin,0.0,56740.35
415.19,3630.837551506859,176895.39,Kerbin,0.0,56640.87
416.19,3550.2237346632082,178864.82,Kerbin,0.0,56555.74
417.2,3472.5940649810277,180809.42,Kerbin,0.0,56551.04
418.22,3400.9871277814887,182804.53,Kerbin,0.0,56551.04
419.23,3338.4415083857725,184811.43,Kerbin,0.0,56536.09
420.25,3287.995792115047,186831.79,Kerbin,0.0,56490.08
421.26,3252.6885642904926,188866.12,Kerbin,0.0,56444.81
422.28,3235.5584102332796,190874.05,Kerbin,0.0,56401.68
423.29,3239.643915264582,192935.83,Kerbin,0.0,56357.14
424.31,3267.9836647055754,195011.13,Kerbin,0.0,56328.56
425.32,3323.6162438774363,197057.03,Kerbin,0.0,56326.5
426.33,3409.580238101332,199114.55,Kerbin,0.0,56292.58
427.34,3528.9142326984474,201224.99,Kerbin,0.0,56292.23
428.35,3684.6568129899433,203304.55,Kerbin,0.0,56292.23
429.35,3879.8465642969995,205436.33,Kerbin,0.0,56292.23
430.37,4117.522071940804,207578.73,Kerbin,0.0,56292.23
431.43,4399.654759653645,209816.3,Kerbin,0.0,56292.23
432.49,4723.103639676874,212065.12,Kerbin,0.0,56292.23
433.55,5083.198577892943,214325.1,Kerbin,0.0,56292.23
