Time,Orbital_Velocity,Altitude,Body,Apoapsis,Periapsis
1929.04,40.39030775125858,0.25,Laythe,99.08,0.0
1930.06,40.59235614115702,0.25,Laythe,99.08,0.0
1931.07,40.7773449956303,0.25,Laythe,99.08,0.0
1932.08,40.93753352301368,0.25,Laythe,99.08,0.0
1933.08,41.065180931642416,0.25,Laythe,99.08,0.0
1934.09,41.15254642985176,0.25,Laythe,99.08,0.0
1935.11,41.19188922597698,0.25,Laythe,99.08,0.0
1936.12,41.17546852835331,0.25,Laythe,99.08,0.0
1937.13,41.09554354531604,0.25,Laythe,99.08,0.0
1938.14,40.94437348520035,0.25,Laythe,99.08,0.0
1939.15,40.71421755634158,0.25,Laythe,99.08,0.0
1940.16,40.39733496707497,0.25,Laythe,99.08,0.0
1941.18,39.98598492573575,0.25,Laythe,99.08,0.0
1942.2,39.472426640659194,0.25,Laythe,99.08,0.0
1943.22,38.84891932018056,0.25,Laythe,99.08,0.0
1944.23,38.10772217263509,0.25,Laythe,99.08,0.0
1945.24,37.24109440635806,0.25,Laythe,99.08,0.0
1946.24,36.24129522968471,0.25,Laythe,99.08,0.0
1947.25,35.10058385095031,0.25,Laythe,99.08,0.0
1948.28,33.8112194784898,0.25,Laythe,99.08,0.0
1949.3,32.365461320639,0.25,Laythe,99.08,0.0
1950.32,30.755568585732913,0.25,Laythe,99.08,0.0
1951.33,28.973800482106792,0.25,Laythe,99.08,0.0
1952.35,27.0124162180959,0.25,Laythe,99.08,0.0
1953.36,24.863675002035475,0.25,Laythe,99.08,0.0
1954.37,22.51983604226078,0.25,Laythe,99.08,0.0
1955.4,19.97315854710708,0.25,Laythe,99.08,0.0
1956.4,17.215901724909628,0.25,Laythe,99.08,0.0
1957.42,14.240324784003018,0.25,Laythe,99.08,0.0
1958.43,11.038686932723774,0.25,Laythe,99.08,0.0
1959.45,7.603247379406537,0.25,Laythe,99.08,0.0
1960.47,3.926265332386577,0.25,Laythe,99.08,0.0
