Time,Orbital_Velocity,Surface_Velocity,Altitude,Body,Apoapsis,Periapsis
1937.13,24714937.16,0.0,0.25,Laythe,99.08,0
1938.14,24714936.03,0.0,0.25,Laythe,99.08,0
1939.15,24714934.92,0.0,0.25,Laythe,99.08,0
1940.16,24714933.79,0.0,0.25,Laythe,99.08,0
1941.18,24714932.65,0.0,0.25,Laythe,99.08,0
1942.2,24714931.52,0.0,0.25,Laythe,99.08,0
1943.22,24714930.38,0.0,0.25,Laythe,99.08,0
1944.23,24714929.27,0.0,0.25,Laythe,99.08,0
1945.24,24714928.16,0.0,0.25,Laythe,99.08,0
1946.24,24714927.03,0.0,0.25,Laythe,99.08,0
1947.25,24714925.89,0.0,0.25,Laythe,99.08,0
1948.28,24714924.76,0.0,0.25,Laythe,99.08,0
1949.3,24714923.63,0.0,0.25,Laythe,99.08,0
1950.32,24714922.49,0.0,0.25,Laythe,99.08,0
1951.33,24714921.36,0.0,0.25,Laythe,99.08,0
1952.35,24714920.25,0.0,0.25,Laythe,99.08,0
1953.36,24714919.11,0.0,0.25,Laythe,99.08,0
1954.37,24714917.98,0.0,0.25,Laythe,99.08,0
1955.4,24714916.86,0.0,0.25,Laythe,99.08,0
1956.4,24714915.73,0.0,0.25,Laythe,99.08,0
1957.42,24714914.6,0.0,0.25,Laythe,99.08,0
1958.43,24714913.46,0.0,0.25,Laythe,99.08,0
1959.45,24714912.33,0.0,0.25,Laythe,99.08,0
1960.47,24714911.19,0.0,0.25,Laythe,99.08,0
